Event_Title,Date,Time,Venue,Address,url,Latitude,Longitude
The Summerfling,2025-02-08,18:00,The Penny Black,"420 Sydney Road Brunswick, VIC 3056",https://www.eventbrite.com.au/e/the-summerfling-tickets-1030790290507?aff=ebdssbdestsearch,-37.768078,144.962174
LUKE COMBS AFTERPARTY MELBOURNE SAT 8TH - ON SALE,2025-02-08,22:00,La Di Da,"577 Little Bourke Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/luke-combs-afterparty-melbourne-sat-8th-on-sale-tickets-1023127982337?aff=ebdssbdestsearch,-37.8153739,144.955644
VIDAFY Melbourne Regional Event,2025-02-08,09:00,Pullman Melbourne Albert Park,"65 Queens Road Albert Park, VIC 3004",https://www.eventbrite.com/e/vidafy-melbourne-regional-event-tickets-946097973507?aff=ebdssbdestsearch,-37.8500935,144.978566
"God Is An Astronaut Feb 2025 Australia + New Zealand Tour | Max Watts, Melbourne",2025-02-08,19:00,Max Watts,"125 Swanston St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/8570708502952377/,-37.8147557,144.9659879
LUKE COMBS AFTERPARTY MELBOURNE SAT 8TH FEB,2025-02-08,22:00,La Di Da,"577 Little Bourke St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/896958235663149/,-37.8155252,144.9556294
"LEE JONES QUINTET LIVE - PARIS CAT JAZZ CLUB, MELBOURNE",2025-02-09,0:00,Paris Cat Jazz Club,"6 Goldie Pl, Melbourne VIC 3000, Australia",https://www.facebook.com/events/924839595785766/,-37.8133262,144.96060714767358
Thrown (SWE) Excessive Guilt Aus Tour – Melbourne 18+,2025-02-09,19:00,Max Watts,"125 Swanston St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/2195995124117345/,-37.8147557,144.9659879
LUX VIP Super Yacht Party,2025-02-09,16:00,Docklands,"Marina Docklands, VIC 3008",https://www.eventbrite.com.au/e/lux-vip-super-yacht-party-tickets-1013297769907?aff=ebdssbdestsearch,-37.8170652,144.9419122
AUSTRALIA | Kim Haberley takes Melbourne,2025-02-09,09:00,EdwardsAndCo Prahran,"26 Saint Edmonds Road Prahran, VIC 3181",https://www.eventbrite.com.au/e/australia-kim-haberley-takes-melbourne-tickets-915861986857?aff=ebdssbdestsearch,-37.850461,144.991923
Fuelling Innovation: Unlocking Capital for Growth,2025-02-11,17:30,Natural Velocity Pty Ltd,"446 Docklands Drive #Tenancy F01 432 Docklands, VIC 3008",https://www.eventbrite.com/e/fuelling-innovation-unlocking-capital-for-growth-tickets-1078962518939?aff=ebdssbdestsearch,-37.8141249,144.9387338
ACBC Vic | 2025 Chinese Lunar New Year Dinner,2025-02-11,18:30,Red Emperor (Chinatown) Chinese Restaurant,"131 Little Bourke Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/acbc-vic-2025-chinese-lunar-new-year-dinner-tickets-1068601709479?aff=ebdssbdestsearch,-37.8116685,144.9686188
Pasifika Movement & Cacao - Feb 2025,2025-02-12,06:30,Hatt Reserve,"Esplanade Williamstown, VIC 3016",https://www.eventbrite.com.au/e/pasifika-movement-cacao-feb-2025-tickets-1082877869859?aff=ebdssbdestsearch,-37.8679435,144.8943935
Journey Through Psychiatry and Psychotherapy with Josephine Beatson,2025-02-13,18:00,Spectrum,"110 Church Street Richmond, VIC 3121",https://www.eventbrite.com.au/e/journey-through-psychiatry-and-psychotherapy-with-josephine-beatson-registration-1006479265577?aff=ebdssbdestsearch,-37.8142371,144.9995624
MSA Karaoke Night,2025-02-13,18:00,Sir John's Bar,"21 Chancellors Walk Clayton, VIC 3168",https://www.eventbrite.com.au/e/msa-karaoke-night-tickets-1047472607767?aff=ebdssbdestsearch,-37.9118511,145.1329483
The Whispering Jack Show at DPC,2025-02-14,07:30,Deer Park Club,"780 Ballarat Road Deer Park, VIC 3023",https://www.eventbrite.com.au/e/the-whispering-jack-show-at-dpc-tickets-1040235110217?aff=ebdssbdestsearch,-37.770093,144.7804984
brat doof 3 MELB - Festival After Party tribute night,2025-02-14,22:00,Chasers Nightclub,"386 Chapel Street South Yarra, VIC 3141",https://www.eventbrite.com.au/e/brat-doof-3-melb-festival-after-party-tribute-night-tickets-1047621653567?aff=ebdssbdestsearch,-37.8459028,144.9947039
ANTS Melbourne 2025,2025-02-14,0:00,170 Russell,"170 Russell St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/944660744157449/,-37.8120109,144.9679369
Vineeth Sreenivasan - Live In Melbourne,2025-02-14,18:00,Melbourne Pavilion,"135-157 Racecourse Road Kensington, VIC 3031",https://www.eventbrite.com.au/e/vineeth-sreenivasan-live-in-melbourne-tickets-1089274231549?aff=ebdssbdestsearch,-37.7890068,144.936461
Connected - Queer Singles Intimacy Event (Valentines Edition),2025-02-14,06:30,Brunswick,"Brunswick Brunswick, VIC 3056",https://www.eventbrite.com/e/connected-queer-singles-intimacy-event-valentines-edition-tickets-1052062997747?aff=ebdssbdestsearch,-37.7666099,144.9584302
La Vita Formaggiosa! Italian Cheese & Wine Masterclass | Melbourne,2025-02-15,14:00,That's Amore Cheese,"66 Latitude Boulevard Thomastown, VIC 3074",https://www.eventbrite.com.au/e/la-vita-formaggiosa-italian-cheese-wine-masterclass-melbourne-tickets-1028593088617?aff=ebdssbdestsearch,-37.6854717,145.021731
EMO WEDDING - VALENTINES EMO NIGHT - MELBOURNE 2025,2025-02-15,20:00,Deluxe Bar,"595 Mt Alexander Rd Moonee Ponds, VIC 3039",https://www.eventbrite.com.au/e/emo-wedding-valentines-emo-night-melbourne-2025-tickets-1082776606979?aff=ebdssbdestsearch,-37.768313,144.925046
Beats & Bites : Summer Edition,2025-02-15,18:00,Crystal Palace & Courtyard,"743-745 Nicholson Street Carlton North, VIC 3054",https://www.eventbrite.com.au/e/beats-bites-summer-edition-tickets-1063922935139?aff=ebdssbdestsearch,-37.7818834,144.9775439
Groove Dimension - Dutch Club Carnegie return!!,2025-02-15,19:00,Carnegie Hall,"60 Rosstown Rd, Carnegie VIC 3163, Australia",https://www.facebook.com/events/3868506873418063/,-37.8864262,145.05686284914034
Dr Joe Dispenza CHANGE YOUR MIND…CREATE NEW RESULTS with Angelina Morley,2025-02-15,08:30,Melbourne CBD,"TBA Melbourne, VIC 3000",https://www.eventbrite.com/e/dr-joe-dispenza-change-your-mindcreate-new-results-with-angelina-morley-tickets-1066641987899?aff=ebdssbdestsearch,-37.8152065,144.963937
TINA TURNER Show- Live at LOEV- Sat Feb 15th,2025-02-15,19:30,LOEV,"77 Keys Road Moorabbin, VIC 3189",https://www.eventbrite.com.au/e/tina-turner-show-live-at-loev-sat-feb-15th-tickets-1045349678027?aff=ebdssbdestsearch,-37.9484271,145.067727
Lamb Masterclass with Gary McBean - 15/02,2025-02-15,14:00,G.McBean Family Butcher,"163 Commercial Road #Stall 515 South Yarra, VIC 3141",https://www.eventbrite.com/e/lamb-masterclass-with-gary-mcbean-1502-tickets-1027650940627?aff=ebdssbdestsearch,-37.8460286,144.9925856
MBS Education for General Practice Workshop 2 Day Event - Melbourne 2025,2025-02-15,08:30,RACV City Club,"501 Bourke Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/mbs-education-for-general-practice-workshop-2-day-event-melbourne-2025-tickets-1088426024539?aff=ebdssbdestsearch,-37.8154838,144.9594302
10 Years Of Trancendent — OTC,2025-02-15,14:00,Fringe Common Rooms,"Victoria Street Carlton, VIC 3053",https://www.eventbrite.com/e/10-years-of-trancendent-otc-tickets-1061797036519?aff=ebdssbdestsearch,-37.8070051,144.9658001
Black Label 2025 - Vol. V,2025-02-16,12:00,Melbourne Convention and Exhibition Centre (MCEC),"1 Convention Centre Place South Wharf, VIC 3006",https://www.eventbrite.com.au/e/black-label-2025-vol-v-tickets-1054465698289?aff=ebdssbdestsearch,-37.82520299999999,144.952251
Lunch & Learn - All About Rent Roll Growth (Kew),2025-02-18,10:00,Kew Golf Club,"120 Belford Road Kew East, VIC 3102",https://www.eventbrite.com.au/e/lunch-learn-all-about-rent-roll-growth-kew-tickets-1082786807489?aff=ebdssbdestsearch,-37.7859682,145.053472
3rd DWL Workshop & Lithography Resist Webinar Series,2025-02-19,09:00,Kaleide Theatre,"360 Swanston Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/3rd-dwl-workshop-lithography-resist-webinar-series-tickets-1004139537387?aff=ebdssbdestsearch,-37.8085631,144.9638844
Future Horizons Festival 2025,2025-02-20,10:00,"The Edge, Fed Square","Flinders Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/future-horizons-festival-2025-tickets-1080042970599?aff=ebdssbdestsearch,-37.8185815,144.9637799
Roadmap Launch and Excellence in Robotics Awards Night,2025-02-20,17:00,Monash College City Campus,"750 Collins Street Docklands, VIC 3008",https://www.eventbrite.com.au/e/roadmap-launch-and-excellence-in-robotics-awards-night-tickets-1007232568727?aff=ebdssbdestsearch,-37.8200081,144.9493114
Melbourne Art Fair 2025,2025-02-20,12:00,Melbourne Convention and Exhibition Centre - Exhibition Door 1,"2A Clarendon Street South Wharf, VIC 3006",https://www.eventbrite.com.au/e/melbourne-art-fair-2025-tickets-944781295287?aff=ebdssbdestsearch,-37.8237954,144.9560231
Melbourne Makeup Masterclass,2025-02-20,14:00,Uni Hill Conference Centre,"30 Graduate Road Bundoora, VIC 3083",https://www.eventbrite.com/e/melbourne-makeup-masterclass-tickets-1075431958939?aff=ebdssbdestsearch,-37.6839029,145.0719374
"Hot Water Music - 170 Russell, Melbourne ",2025-02-21,19:00,170 Russell,"170 Russell St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/938976641319517/,-37.8120109,144.9679369
TIIP Australia Level 1,2025-02-21,18:00,Islamic Museum of Australia,"15A Anderson Road Thornbury, VIC 3071",https://www.eventbrite.com/e/tiip-australia-level-1-tickets-1080785230719?aff=ebdssbdestsearch,-37.7545155,144.9807041
The Boat With MenXclusive - Wild West,2025-02-21,19:30,131 Harbour Esplanade,"131 Harbour Esplanade Docklands, VIC 3008",https://www.eventbrite.com.au/e/the-boat-with-menxclusive-wild-west-tickets-1012574145527?aff=ebdssbdestsearch,-37.81707129999999,144.9453813
FFC VOLUME 7 - ROBERTSON VS MCINTYTRE,2025-02-21,18:00,Melbourne Pavillion,"135-157 Racecourse Road Kensington, VIC 3031",https://www.eventbrite.com.au/e/ffc-volume-7-robertson-vs-mcintytre-tickets-1011036365987?aff=ebdssbdestsearch,-37.7890068,144.936461
Reputation TV: Manifestation Party - Taylor Swift Night Melbourne,2025-02-22,21:00,Ballers Clubhouse,"2 Coverlid Place Melbourne, VIC 3000",https://www.eventbrite.com.au/e/reputation-tv-manifestation-party-taylor-swift-night-melbourne-tickets-992661536377?aff=ebdssbdestsearch,-37.812117,144.9685963
The Prosecco Festival 2025,2025-02-22,11:00,Abbotsford Convent,"1 Saint Heliers Street Abbotsford, VIC 3067",https://www.eventbrite.com.au/e/the-prosecco-festival-2025-tickets-1061200863349?aff=ebdssbdestsearch,-37.8026835,145.0027506
Welcome Back Devil Australia,2025-02-22,15:00,PICA - Port Melbourne Industrial Centre of the Arts,"11 Woolboard Road Port Melbourne, VIC 3027",https://www.eventbrite.com.au/e/welcome-back-devil-australia-tickets-1046640880047?aff=ebdssbdestsearch,-37.8301643,144.9242889
Making Magic - Community Fundraising Event,2025-02-22,19:00,Grace Park Hawthorn Club,"2 Hilda Crescent Hawthorn, VIC 3122",https://www.eventbrite.com/e/making-magic-community-fundraising-event-tickets-1094787351439?aff=ebdssbdestsearch,-37.8205407,145.0290557
Medley Mayhem 2025,2025-02-22,09:00,Queens Park,"Kellaway Avenue Moonee Ponds, VIC 3039",https://www.eventbrite.com.au/e/medley-mayhem-2025-tickets-1089619554419?aff=ebdssbdestsearch,-37.7643463,144.9239555
Bariatric Ball,2025-02-22,18:00,Diagora Events,"46 Straker Street North Melbourne, VIC 3051",https://www.eventbrite.com.au/e/bariatric-ball-tickets-991696820887?aff=ebdssbdestsearch,-37.7965659,144.937295
International Women’s Day Summit 2025,2025-03-07,11:00,2 Clarendon St,"2 Clarendon Street South Wharf, VIC 3006",https://www.eventbrite.com.au/e/international-womens-day-summit-2025-tickets-885939598187?aff=ebdssbdestsearch,-37.82382339999999,144.9560068
Once Upon A Ball,2025-03-08,07:30,Coburg Town Hall,"90 Bell Street Coburg, VIC 3058",https://www.eventbrite.com.au/e/once-upon-a-ball-tickets-932811703917?aff=ebdssbdestsearch,-37.7408943,144.9695726
Billie Eilish Melbourne Afterparty #2 Saturday,2025-03-08,22:00,Ballers Clubhouse,"2 Coverlid Place Melbourne, VIC 3000",https://www.eventbrite.com.au/e/billie-eilish-melbourne-afterparty-2-saturday-tickets-894112985007?aff=ebdssbdestsearch,-37.812117,144.9685963
Tales of Heroes & Villains: A Fairytale Market,2025-03-09,10:00,Coburg Town Hall,"90 Bell Street Coburg, VIC 3058",https://www.eventbrite.com.au/e/tales-of-heroes-villains-a-fairytale-market-tickets-951128931237?aff=ebdssbdestsearch,-37.7408943,144.9695726
MUIREANN BRADLEY & JON MUQ - MELBOURNE,2025-03-12,19:30,The Thornbury Theatre,"859 High St, Thornbury VIC 3071, Australia",https://www.facebook.com/events/1073560874228279/,-37.754662,145.0011167
Never Ending 90s Party - 170 Russell (Billboards),2025-03-21,20:00,170 Russell,"170 Russell St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/914274500552082/,-37.8120109,144.9679369
Wild Rivers 'Everywhere We Go' Australian Tour - Melbourne,2025-03-21,20:00,Prince Bandroom,"29 Fitzroy St, St Kilda VIC 3182, Australia",https://www.facebook.com/events/1738744823645529/,-37.85747233,144.98140261298386
In Person Melbourne Speed Dating for Gay Men,2222-01-01,12:00,Gallery Pizza Bar & Shisha Lounge,"324 Toorak Road South Yarra, VIC 3141",https://www.eventbrite.com/e/in-person-melbourne-speed-dating-for-gay-men-tickets-1074678856389?aff=ebdssbdestsearch,-37.8400688,144.9984269
The Genevieves live @ Cactus Room w/Bollard + Desire Path,2222-01-01,12:00,Cactus Room,"614 High Street Thornbury, VIC 3071",https://www.eventbrite.com.au/e/the-genevieves-live-cactus-room-wbollard-desire-path-tickets-1082132701039?aff=ebdssbdestsearch,-37.7612775,145.0003637
Creative Journaling Club,2222-01-01,12:00,St Kilda Botanical Gardens,"11 Herbert Street St Kilda, VIC 3182",https://www.eventbrite.com/e/creative-journaling-club-tickets-1085699088199?aff=ebdssbdestsearch,-37.8713506,144.9824183
"✨ Full Moon Women's Circle: A Journey of Reflection, Renewal, and Intent",2222-01-01,12:00,"249 Springvale Road, Nunawading VIC, Australia","249 Springvale Road Nunawading, VIC 3131",https://www.eventbrite.com.au/e/full-moon-womens-circle-a-journey-of-reflection-renewal-and-intent-tickets-1093495156449?aff=ebdssbdestsearch,-37.8265751,145.1748072
Handsdown DJ Academy Showcase #2,2222-01-01,12:00,Joey Smalls,"284 Sydney Road Brunswick, VIC 3056",https://www.eventbrite.com.au/e/handsdown-dj-academy-showcase-2-tickets-1090351002199?aff=ebdssbdestsearch,-37.7710648,144.9616319
"Mantra, Music & Meditation",2222-01-01,12:00,Fort Green Studio,"202A High Street Northcote, VIC 3070",https://www.eventbrite.com.au/e/mantra-music-meditation-tickets-1095143005209?aff=ebdssbdestsearch,-37.774301,144.998175
Story Studios Australia Movie Trivia Night,2222-01-01,12:00,Story Studios Australia,"170 Elgin Street Carlton, VIC 3053",https://www.eventbrite.com.au/e/story-studios-australia-movie-trivia-night-tickets-1068891616599?aff=ebdssbdestsearch,-37.7971051,144.9688265
LUX VIP MELB : Last Lunch of 2024 at The Loft Pincho Disco,2222-01-01,12:00,Pincho Disco,"59 Cambridge Street Collingwood, VIC 3066",https://www.eventbrite.com.au/e/lux-vip-melb-last-lunch-of-2024-at-the-loft-pincho-disco-tickets-1086546934129?aff=ebdssbdestsearch,-37.806136,144.9845983
SCARLETT SATURDAYS | KPOP NIGHT DEDICATION | 30 NOV 2024,2222-01-01,12:00,Ms Collins,"425 Collins Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/scarlett-saturdays-kpop-night-dedication-30-nov-2024-tickets-1088402113019?aff=ebdssbdestsearch,-37.8174565,144.9606326
SUMMER PARTY 2024,2222-01-01,12:00,Thomastown,"Thomastown Thomastown, VIC 3074",https://www.eventbrite.com.au/e/summer-party-2024-tickets-1072886395089?aff=ebdssbdestsearch,-37.6832672,145.0081104
Sunset Boat Party (Boxing Day),2222-01-01,12:00,Victoria Star Cruises,"30 Victoria Harbour Promenade Docklands, VIC 3008",https://www.eventbrite.com.au/e/sunset-boat-party-boxing-day-tickets-1090904337239?aff=ebdssbdestsearch,-37.8187053,144.9439326
Vision Board - Workshop,2222-01-01,12:00,The District Docklands,"440 Docklands Drive Docklands, VIC 3008",https://www.eventbrite.com.au/e/vision-board-workshop-tickets-1022269043227?aff=ebdssbdestsearch,-37.8142926,144.9384995
TANG | NYE KISS | MELBOURNE 'S #1 SUPER CLUB | 31 DEC 2024,2222-01-01,12:00,Ms Collins,"425 Collins Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/tang-nye-kiss-melbourne-s-1-super-club-31-dec-2024-tickets-1075236965709?aff=ebdssbdestsearch,-37.8174565,144.9606326
Summer Nights New Moon,2222-01-01,12:00,Witches In Britches,"84 Dudley Street West Melbourne, VIC 3003",https://www.eventbrite.com/e/summer-nights-new-moon-tickets-1072074958059?aff=ebdssbdestsearch,-37.8088746,144.9527088
Dinner & Show Package - Melbourne Magic Show,2222-01-01,12:00,Melbourne Marriott Hotel,"Cnr Lonsdale & Exhibition St Melbourne, VIC 3000",https://www.eventbrite.com.au/e/dinner-show-melbourne-magic-show-tickets-1075339743119?aff=ebdssbdestsearch,-37.8100597,144.9697004
Love to Laugh - Donekla Live in Melbourne 2025,2222-01-01,12:00,Williamstown Town Hall,"104 Ferguson Street Williamstown, VIC 3016",https://www.eventbrite.com.au/e/love-to-laugh-donekla-live-in-melbourne-2025-tickets-1000504023467?aff=ebdssbdestsearch,-37.85832,144.8961172
NYD RECOVERY FEST,2222-01-01,12:00,Stay Gold,"133 Sydney Rd Brunswick Melbourne, VIC 3056",https://www.eventbrite.com.au/e/nyd-recovery-fest-tickets-1093369269919?aff=ebdssbdestsearch,-37.7743822,144.9606172
Vision boards & bullet journaling,2222-01-01,12:00,Jets Studios,"2/24 The Concord Bundoora, VIC 3083",https://www.eventbrite.com.au/e/vision-boards-bullet-journaling-tickets-1061834699169?aff=ebdssbdestsearch,-37.7041714,145.068435
Chadstone Community Drum Circle,2222-01-01,12:00,St Mark’s Uniting Church Chadstone,"Burton Street Chadstone, VIC 3148",https://www.eventbrite.com.au/e/chadstone-community-drum-circle-tickets-1046686536607?aff=ebdssbdestsearch,-37.8758854,145.1074218
Melbourne Business: The Science Of Sales & Marketing - For Beginners!,2222-01-01,12:00,Melbourne,"Melbourne Melbourne, VIC",https://www.eventbrite.com/e/melbourne-business-the-science-of-sales-marketing-for-beginners-tickets-1066970520549?aff=ebdssbdestsearch,-37.8136276,144.9630576
Comedy @ Classic,2222-01-01,12:00,Classic Cinemas,"9 Gordon Street Elsternwick, VIC 3185",https://www.eventbrite.com.au/e/comedy-classic-tickets-951845444347?aff=ebdssbdestsearch,-37.8839277,145.0008158
Murder Mystery Game English Jubensha - 6 Spots ONLY - CBD,2222-01-01,12:00,"Outside The Hollow, Level 1, Burwood Brickworks Shopping Centre","70 Middleborough Road Burwood East, VIC 3151",https://www.eventbrite.com.au/e/murder-mystery-game-english-jubensha-6-spots-only-cbd-tickets-1038721653427?aff=ebdssbdestsearch,-37.8495289,145.133705
"Sound Healing(""Soundless and Boundless: Into Inner Peace and Harmony"")",2222-01-01,12:00,18B Second Ave,"18B Second Avenue Box Hill North, VIC 3129",https://www.eventbrite.com/e/sound-healingsoundless-and-boundless-into-inner-peace-and-harmony-tickets-1091833566589?aff=ebdssbdestsearch,-37.800757,145.139227
